module,sample,seqlen,ppn,mem,trial,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,MajorFaults,MaxRSS,MinorFaults,PageSize,PercentCPU,SignalsDeliv,SocketMsgRecv,SocketMsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime
velvet,LS002,40M,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72784353,7769740,3086,3,18700628,2568483,4096,99%,0,0,0,0,14.48,2819.39,3930,47:14.04
velvet,LS002,40M,2,64G,2,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72783585,7769748,3095,3,18700628,2568493,4096,99%,0,0,0,0,14.60,2818.06,3946,47:19.00
velvet,LS002,40M,2,64G,3,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72784369,7769748,3685,3,18700680,2568528,4096,99%,0,0,0,0,14.48,2818.45,3928,47:19.77
velvet,LS002,40M,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72783585,7769740,3424,3,18700760,2568492,4096,100%,0,0,0,0,15.73,3039.31,3931,50:54.77
velvet,LS002,40M,5,64G,2,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72783585,7769748,3184,3,18700628,2568495,4096,100%,0,0,0,0,14.24,2813.99,3934,47:08.10
velvet,LS002,40M,5,64G,3,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72784353,7769748,3758,3,18700628,2568462,4096,99%,0,0,0,0,15.95,3043.37,3908,50:59.34
velvet,LS002,40M,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72784353,7769740,3490,3,18700628,2911854,4096,100%,0,0,0,0,16.35,3184.47,3921,53:20.70
velvet,LS002,40M,8,64G,2,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72784353,7769748,3930,3,18700636,2660963,4096,100%,0,0,0,0,15.69,3128.03,3916,52:23.26
velvet,LS002,40M,8,64G,3,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72784353,7769740,3874,3,18700632,3319134,4096,100%,0,0,0,0,16.50,3310.43,3923,55:26.14
velvet,LS002,5M,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,369,3,3502404,369650,4096,100%,0,0,0,0,2.48,319.65,619,5:22.03
velvet,LS002,5M,11,64G,2,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,367,3,3502400,369643,4096,100%,0,0,0,0,2.43,320.78,613,5:23.08
velvet,LS002,5M,11,64G,3,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,327,3,3502396,369110,4096,100%,0,0,0,0,2.04,296.60,593,4:58.48
velvet,LS002,5M,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689331,1152286,1414,3,3502400,368602,4096,100%,0,0,0,0,2.22,318.53,596,5:20.69
velvet,LS002,5M,2,64G,2,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152286,327,3,3502400,368074,4096,100%,0,0,0,0,2.18,296.94,578,4:58.99
velvet,LS002,5M,2,64G,3,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,330,3,3502396,369110,4096,100%,0,0,0,0,2.14,298.18,591,5:00.18
velvet,LS002,5M,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,360,3,3502400,369133,4096,100%,0,0,0,0,2.25,321.07,615,5:23.19
velvet,LS002,5M,5,64G,2,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,348,3,3502396,369113,4096,100%,0,0,0,0,2.22,319.37,597,5:21.42
velvet,LS002,5M,5,64G,3,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,335,3,3502396,369112,4096,100%,0,0,0,0,2.02,296.01,594,4:57.88
velvet,LS002,5M,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,344,3,3502468,369165,4096,99%,0,0,0,0,2.11,295.10,594,4:57.80
velvet,LS002,5M,8,64G,2,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689379,1152286,327,3,3502396,368605,4096,100%,0,0,0,0,2.06,295.59,599,4:57.50
velvet,LS002,5M,8,64G,3,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8689315,1152294,362,3,3502400,368106,4096,100%,0,0,0,0,2.49,319.78,610,5:22.17
