module,sample,seqlen,ppn,mem,trial,split,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,MajorFaults,MaxRSS,MinorFaults,PageSize,PercentCPU,SignalsDeliv,SocketMsgRecv,SocketMsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime
frhit,LS002,15M,2,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33373212,41391,3247,13,49903272,12409108,4096,139%,0,0,0,0,35.03,1884.54,112608,22:59.67
frhit,LS002,15M,5,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33373213,41398,3726,13,50340180,12510943,4096,157%,0,0,0,0,34.95,1965.22,337693,21:11.96
frhit,LS002,15M,5,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33380637,41390,5142,13,50332560,12521361,4096,160%,0,0,0,0,33.55,1861.78,338034,19:39.14
frhit,LS002,15M,8,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33383204,41391,3110,13,50786424,12614450,4096,162%,0,0,0,0,35.82,1965.83,519853,20:31.16
frhit,LS002,15M,8,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33373212,41398,6832,13,50774464,12612766,4096,175%,0,0,0,0,78.21,4156.05,520362,40:15.38
frhit,LS002,20M,11,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33374822,56348,5622,13,51207676,12739963,4096,190%,0,0,0,0,35.98,2145.46,701474,19:06.54
frhit,LS002,20M,11,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33374821,56348,6004,13,51211424,12716307,4096,189%,0,0,0,0,33.60,2150.74,701462,19:10.36
frhit,LS002,20M,2,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33374822,56340,3713,13,49902320,12410697,4096,147%,0,0,0,0,33.81,2179.35,119722,24:57.16
frhit,LS002,20M,2,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33374822,56349,3575,13,49904760,12410072,4096,150%,0,0,0,0,32.66,2078.28,119851,23:20.20
frhit,LS002,20M,5,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33374821,56339,3740,13,50334960,12521383,4096,171%,0,0,0,0,36.35,2277.75,337928,22:31.38
frhit,LS002,20M,5,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33374820,56338,4282,13,50336628,12524231,4096,178%,0,0,0,0,33.44,2146.21,337974,20:23.11
frhit,LS002,20M,8,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33384549,56347,6335,13,50766340,12632056,4096,178%,0,0,0,0,36.96,2271.41,519991,21:31.91
frhit,LS002,20M,8,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33422949,56347,3412,13,50780548,12611500,4096,179%,0,0,0,0,35.35,2270.72,520693,21:26.29
frhit,LS002,25M,11,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33382060,68972,6650,13,51200160,12732876,4096,212%,0,0,0,0,34.96,2437.19,701501,19:23.81
frhit,LS002,25M,11,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33382990,68965,6227,20,51196736,12731488,4096,203%,0,0,0,0,38.67,2548.63,701616,21:09.88
frhit,LS002,25M,2,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33376429,68973,4143,13,49905012,12409330,4096,158%,0,0,0,0,31.45,2365.23,119139,25:09.49
frhit,LS002,25M,2,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33376430,68973,4154,13,49904144,12411303,4096,160%,0,0,0,0,32.00,2344.19,114627,24:41.66
frhit,LS002,25M,5,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33390261,68964,6240,13,50340916,12569611,4096,187%,0,0,0,0,34.88,2551.39,338132,22:57.86
frhit,LS002,25M,5,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33498316,68971,4624,13,50337608,12521558,4096,186%,0,0,0,0,34.68,2573.16,338115,23:15.66
frhit,LS002,25M,8,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33378988,68971,4476,13,50782264,12613275,4096,206%,0,0,0,0,33.83,2427.43,520337,19:50.73
frhit,LS002,25M,8,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33460140,68973,42780,13,50779928,12614689,4096,195%,0,0,0,0,36.43,2508.12,520364,21:43.16
frhit,LS002,30M,11,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33432818,83840,7752,13,51208536,12717343,4096,222%,0,0,0,0,36.31,2819.05,702519,21:21.25
frhit,LS002,30M,11,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33384434,83840,6765,13,51193552,12735190,4096,220%,0,0,0,0,37.28,2840.43,701648,21:42.60
frhit,LS002,30M,2,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33378034,83842,7403,13,49907008,12411340,4096,166%,0,0,0,0,31.07,2626.84,111230,26:36.84
frhit,LS002,30M,2,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33378034,83842,4927,13,49906768,12409250,4096,163%,0,0,0,0,34.37,2720.58,120402,28:04.85
frhit,LS002,30M,5,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33426952,83832,5457,13,50336188,12520816,4096,200%,0,0,0,0,37.51,2858.76,338508,24:07.39
frhit,LS002,30M,5,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33388785,83832,5180,13,50336172,12511685,4096,199%,0,0,0,0,34.63,2862.13,338286,24:09.58
frhit,LS002,30M,8,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33396986,83840,5000,13,50768700,12629953,4096,222%,0,0,0,0,33.37,2729.60,519933,20:41.01
frhit,LS002,30M,8,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33504240,83840,4992,13,50769808,12634201,4096,221%,0,0,0,0,34.54,2734.68,520361,20:48.15
frhit,LS002,35M,11,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33386895,97493,7709,25,51211104,12737117,4096,240%,0,0,0,0,37.73,3115.10,701841,21:51.86
frhit,LS002,35M,11,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33452623,97502,9068,13,51204616,12741440,4096,239%,0,0,0,0,37.64,3130.46,702891,22:05.26
frhit,LS002,35M,2,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33379640,97503,10500,13,49912184,12414465,4096,174%,0,0,0,0,31.91,2909.06,119317,28:08.98
frhit,LS002,35M,2,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33379640,97494,5559,13,49908624,12416864,4096,170%,0,0,0,0,34.41,3020.63,114778,29:51.53
frhit,LS002,35M,5,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33379639,97502,6496,13,50344260,12514299,4096,222%,0,0,0,0,34.94,3014.43,337991,22:53.32
frhit,LS002,35M,5,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33390903,97494,6589,13,50344780,12511602,4096,212%,0,0,0,0,35.45,3157.47,337948,25:01.70
frhit,LS002,35M,8,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33393216,97492,5473,13,50779140,12632215,4096,228%,0,0,0,0,36.94,3149.26,520161,23:15.10
frhit,LS002,35M,8,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33379638,97501,5590,13,50776440,12630163,4096,240%,0,0,0,0,37.54,2996.50,520789,21:02.63
frhit,LS002,40M,11,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33420155,111191,10753,13,51226608,12732372,4096,268%,0,0,0,0,37.59,3298.89,702585,20:41.08
frhit,LS002,40M,11,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33381244,111199,11552,13,51217568,12744158,4096,264%,0,0,0,0,37.45,3306.56,701855,21:02.76
frhit,LS002,40M,2,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33383804,111202,5704,13,49927712,12407770,4096,180%,0,0,0,0,31.57,3154.59,119588,29:23.19
frhit,LS002,40M,2,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33381244,111201,8587,13,49923356,12410034,4096,176%,0,0,0,0,35.49,3274.31,117711,31:16.64
frhit,LS002,40M,5,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33401211,111197,6147,13,50360572,12514763,4096,232%,0,0,0,0,33.68,3338.07,338131,24:12.00
frhit,LS002,40M,5,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33401988,111191,5962,13,50364828,12513001,4096,233%,0,0,0,0,34.50,3322.53,338312,23:57.20
frhit,LS002,40M,8,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33406195,111192,5879,19,50797452,12633667,4096,245%,0,0,0,0,35.96,3414.98,520139,23:23.53
frhit,LS002,40M,8,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33380200,8,1370,30,50145428,12474590,4096,100%,0,0,0,0,64.84,1110.06,397871,19:27.93
frhit,LS002,5M,11,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33377670,13849,2407,13,51137248,12724481,4096,121%,0,0,0,0,36.96,1410.50,701481,19:47.62
frhit,LS002,5M,11,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33375886,13849,2481,13,51137756,12724107,4096,122%,0,0,0,0,39.93,1405.08,709394,19:42.73
frhit,LS002,5M,2,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33369989,13841,1762,13,49897652,12406930,4096,115%,0,0,0,0,31.22,1292.40,117953,19:06.20
frhit,LS002,5M,2,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33369989,13849,1851,13,49895952,12405983,4096,114%,0,0,0,0,33.66,1359.70,115083,20:15.87
frhit,LS002,5M,5,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33369990,13841,2133,13,50326876,12511699,4096,120%,0,0,0,0,34.90,1390.74,337830,19:46.95
frhit,LS002,5M,5,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33369990,13849,2070,13,50332928,12506652,4096,120%,0,0,0,0,34.14,1388.99,337948,19:44.99
frhit,LS002,5M,8,64G,1,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33371014,13849,1721,13,50736992,12618295,4096,123%,0,0,0,0,33.54,1298.49,519643,18:00.37
frhit,LS002,5M,8,64G,2,0,0,0,0,0,0,"./NGS-ann-program/BIN/fr-hit -T 0 -r 25 -m 60 -c 70 -p 8 -a ./data/read-split/split-1/split-0 -d ./NGS-ann-ref/ref_all_2013_0429.nr80 -o ./outputDir/split-0-out",0,33369990,13849,1756,13,50744420,12605846,4096,122%,0,0,0,0,32.33,1298.87,519652,18:02.81
