ppn,mem,trial,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,ajorFaults,axRSS,inorFaults,PageSize,PercentCPU,SignalsDeliv,SocketsgRecv,SocketsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime,SampleName
2,110G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/trial3/dup -u 50",0,12544,36702792,3825,7,104982268,23358778,4096,99%,0,0,0,0,101.77,1045.74,362,19:08.74,LS002
2,110G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/trial3/dup -u 50",0,14176,36702792,4344,8,104986140,23358636,4096,99%,0,0,0,0,220.43,1827.84,679,34:08.41,LS002
2,110G,4,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/trial4/dup -u 50",0,14176,36702800,2878,8,104979996,23364769,4096,98%,0,0,0,0,102.82,1029.97,644,19:15.57,LS002
2,110G,5,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem110G/trial5/dup -u 50",0,14176,36702800,2509,8,104986144,23359110,4096,99%,0,0,0,0,109.42,972.03,599,18:10.99,LS002
2,120G,2,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem120G/trial2/dup -u 50",0,12192,36702800,3351,7,104978736,24014156,4096,97%,0,0,0,0,521.44,1069.68,417,27:03.99,LS002
2,120G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem120G/trial3/dup -u 50",0,12544,36703616,2860,7,104983688,23896072,4096,98%,0,0,0,0,341.15,964.68,331,22:02.62,LS002
2,120G,4,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem120G/trial4/dup -u 50",0,12448,36702896,3543,7,104982136,31077473,4096,99%,0,0,0,0,462.05,1011.03,230,24:44.15,LS002
2,120G,5,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn2/mem120G/trial5/dup -u 50",0,12544,36702824,3522,7,104982136,23815319,4096,98%,0,0,0,0,360.02,1078.07,478,24:23.07,LS002
4,110G,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial1/dup -u 50",0,14176,36702800,2661,8,104982148,23360087,4096,99%,0,0,0,0,106.74,975.54,356,18:02.81,LS002
4,110G,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial1/dup -u 50",0,12544,36702800,3093,7,104979300,23357937,4096,99%,0,0,0,0,112.64,1013.92,481,18:57.86,LS002
4,110G,2,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial2/dup -u 50",0,12544,36702792,1676,7,104979560,23359337,4096,100%,0,0,0,0,97.06,1054.38,341,19:11.11,LS002
4,110G,2,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial2/dup -u 50",0,14176,36702792,3529,8,104983696,23356750,4096,99%,0,0,0,0,110.27,1027.71,427,19:03.49,LS002
4,110G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial3/dup -u 50",0,14176,36702800,2692,8,104979708,23361323,4096,100%,0,0,0,0,106.51,1031.43,323,18:57.30,LS002
4,110G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial3/dup -u 50",0,12544,36702792,2887,7,104980224,23358363,4096,99%,0,0,0,0,101.52,1059.46,372,19:22.39,LS002
4,110G,4,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial4/dup -u 50",0,12544,36702800,4514,7,104983940,23359701,4096,100%,0,0,0,0,240.90,1799.91,741,34:00.50,LS002
4,110G,5,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem110G/trial5/dup -u 50",0,14176,36702792,4067,8,104983904,23361265,4096,99%,0,0,0,0,102.84,1051.73,373,19:15.15,LS002
4,120G,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem120G/trial1/dup -u 50",0,9264,36702808,1964,6,104979460,23961728,4096,97%,0,0,0,0,463.30,960.14,358,24:12.91,LS002
4,120G,2,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem120G/trial2/dup -u 50",0,14176,36702816,3425,8,104986156,23711800,4096,98%,0,0,0,0,363.36,1072.31,380,24:15.65,LS002
4,120G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem120G/trial3/dup -u 50",0,14176,36702800,4071,8,104982268,23977960,4096,98%,0,0,0,0,329.77,1056.73,385,23:22.91,LS002
4,120G,4,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem120G/trial4/dup -u 50",0,12544,36702800,2071,7,104978732,23827727,4096,98%,0,0,0,0,347.71,964.19,312,22:10.52,LS002
4,120G,5,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn4/mem120G/trial5/dup -u 50",0,14176,36702800,2033,8,104983940,25093246,4096,99%,0,0,0,0,227.28,939.57,293,19:33.48,LS002
8,110G,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial1/dup -u 50",0,14176,36702792,2613,8,104979540,23360887,4096,100%,0,0,0,0,108.16,961.73,303,17:49.30,LS002
8,110G,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial1/dup -u 50",0,12544,36702800,1464,7,104980040,23363190,4096,99%,0,0,0,0,107.92,1001.53,349,18:29.48,LS002
8,110G,2,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial2/dup -u 50",0,14176,36702792,2104,8,104982172,23359032,4096,100%,0,0,0,0,107.44,992.74,307,18:19.49,LS002
8,110G,2,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial2/dup -u 50",0,12544,36702800,3772,7,104982160,23359572,4096,99%,0,0,0,0,101.04,1023.17,360,18:44.60,LS002
8,110G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial3/dup -u 50",0,14176,36702800,3854,8,104980104,23365723,4096,100%,0,0,0,0,101.39,1027.15,365,18:48.02,LS002
8,110G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial3/dup -u 50",0,14176,36702792,3256,8,104982272,23359826,4096,99%,0,0,0,0,108.45,1010.73,358,18:39.47,LS002
8,110G,4,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial4/dup -u 50",0,12544,36702800,2586,7,104983996,23361705,4096,100%,0,0,0,0,111.23,963.40,366,17:54.08,LS002
8,110G,5,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem110G/trial5/dup -u 50",0,14176,36702800,3766,8,104984056,23361682,4096,100%,0,0,0,0,111.31,1032.06,387,19:02.86,LS002
8,120G,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem120G/trial1/dup -u 50",0,12544,36702808,3078,7,104984184,23867725,4096,98%,0,0,0,0,328.81,940.12,420,21:27.80,LS002
8,120G,2,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem120G/trial2/dup -u 50",0,12544,36702824,3204,7,104978732,24120314,4096,97%,0,0,0,0,490.68,916.10,396,23:57.63,LS002
8,120G,3,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem120G/trial3/dup -u 50",0,14176,36702792,3068,8,104986148,26905510,4096,98%,0,0,0,0,525.45,1041.74,417,26:38.10,LS002
8,120G,4,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem120G/trial4/dup -u 50",0,14176,36702808,3317,8,104983792,24052099,4096,98%,0,0,0,0,426.39,1063.60,402,25:16.89,LS002
8,120G,5,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i filter-human/no-human-1 -i2 filter-human/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn8/mem120G/trial5/dup -u 50",0,12544,36702808,2992,7,104980220,23824153,4096,98%,0,0,0,0,353.16,965.43,371,22:16.71,LS002
